collection,id,original_tokens,summary_tokens,compression_ratio,labels
case,C308,3768,416,0.11040339702760085,"administrative_law,contract_law,writ_jurisdiction,statutory_interpretation"
case,C309,4531,517,0.11410284705363055,"statutory_interpretation,property_law,administrative_law,writ_jurisdiction"
case,C310,2299,402,0.17485863418877773,"criminal_law,statutory_interpretation,evidence_law,family_law"
case,C311,3409,687,0.2015253740099736,"civil_procedure,statutory_interpretation,property_law,constitutional_law"
case,C312,1274,553,0.4340659340659341,"statutory_interpretation,administrative_law,writ_jurisdiction,constitutional_law"
case,C313,3024,372,0.12301587301587301,"labor_law,evidence_law,administrative_law,service_law"
case,C314,12058,695,0.05763808260076298,"service_law,statutory_interpretation,administrative_law,writ_jurisdiction"
case,C315,909,285,0.31353135313531355,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C316,6213,636,0.10236600676001932,"labor_law,service_law,administrative_law,property_law"
case,C317,2817,328,0.116435924742634,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C318,2243,301,0.13419527418635754,"family_law,criminal_law,evidence_law,civil_procedure"
case,C319,604,182,0.30132450331125826,"criminal_law,civil_procedure,statutory_interpretation"
case,C320,4291,357,0.08319738988580751,"statutory_interpretation,civil_procedure,administrative_law,evidence_law"
case,C321,1419,353,0.24876673713883016,"criminal_law,statutory_interpretation,civil_procedure,administrative_law"
case,C322,856,255,0.29789719626168226,"civil_procedure,administrative_law,service_law,statutory_interpretation"
case,C323,4254,307,0.07216737188528444,"evidence_law,criminal_law,civil_procedure"
case,C324,737,185,0.2510176390773406,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C325,2498,411,0.16453162530024018,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C326,1151,425,0.369244135534318,"statutory_interpretation,constitutional_law,writ_jurisdiction,civil_procedure"
case,C327,3267,355,0.10866238138965412,"statutory_interpretation,criminal_law,administrative_law,evidence_law"
case,C328,4383,371,0.08464522016883413,"property_law,statutory_interpretation,administrative_law,civil_procedure"
case,C329,897,185,0.20624303232998886,"criminal_law,statutory_interpretation,civil_procedure,property_law"
case,C330,7264,665,0.09154735682819383,"administrative_law,statutory_interpretation,service_law,writ_jurisdiction"
case,C331,1173,357,0.30434782608695654,"criminal_law,statutory_interpretation,civil_procedure"
case,C332,2096,285,0.1359732824427481,"statutory_interpretation,service_law,constitutional_law,property_law"
case,C333,1539,478,0.3105912930474334,"constitutional_law,statutory_interpretation,administrative_law,civil_procedure"
case,C334,12129,652,0.053755462115590735,"service_law,statutory_interpretation,administrative_law,civil_procedure"
case,C335,982,279,0.28411405295315684,"criminal_law,civil_procedure,evidence_law"
case,C336,1680,305,0.18154761904761904,"criminal_law,statutory_interpretation,civil_procedure"
case,C337,4622,536,0.11596711380354825,"statutory_interpretation,administrative_law,property_law,civil_procedure"
case,C338,1854,614,0.33117583603020495,"statutory_interpretation,administrative_law,criminal_law,constitutional_law"
case,C339,1005,376,0.37412935323383084,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C340,3211,462,0.14388041108688882,"property_law,statutory_interpretation,civil_procedure,constitutional_law"
case,C341,4289,507,0.1182093728141758,"administrative_law,statutory_interpretation,writ_jurisdiction,property_law"
case,C342,2927,531,0.18141441749231293,"criminal_law,evidence_law"
case,C343,4603,410,0.08907234412339779,"criminal_law,evidence_law,civil_procedure,contract_law"
case,C344,1316,371,0.28191489361702127,"criminal_law,statutory_interpretation"
case,C345,5142,468,0.09101516919486581,"labor_law,statutory_interpretation,service_law,writ_jurisdiction"
case,C346,2430,498,0.20493827160493827,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C347,2342,374,0.1596925704526046,"statutory_interpretation,labor_law,administrative_law,service_law"
case,C348,3285,340,0.1035007610350076,"criminal_law,evidence_law,statutory_interpretation"
case,C349,4536,382,0.08421516754850088,"property_law,administrative_law,statutory_interpretation,civil_procedure"
case,C350,3356,306,0.09117997616209773,"criminal_law,evidence_law,civil_procedure"
case,C351,1734,417,0.24048442906574394,"criminal_law,evidence_law"
case,C352,4499,676,0.15025561235830184,"service_law,statutory_interpretation,administrative_law,contract_law"
case,C353,1780,467,0.26235955056179777,"criminal_law,statutory_interpretation,evidence_law"
case,C354,3162,325,0.10278304870335231,"criminal_law,civil_procedure,family_law,administrative_law"
case,C355,1365,343,0.2512820512820513,"civil_procedure,labor_law,evidence_law"
case,C356,4866,550,0.11302918207973695,"criminal_law,statutory_interpretation,evidence_law"
case,C357,4105,371,0.09037758830694276,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C358,881,411,0.46651532349602726,"criminal_law,statutory_interpretation,civil_procedure"
case,C359,2836,519,0.18300423131170662,"service_law,constitutional_law,statutory_interpretation,administrative_law"
case,C360,6711,666,0.09924005364327224,"statutory_interpretation,administrative_law,constitutional_law,tax_law"
case,C361,2320,445,0.19181034482758622,"criminal_law,civil_procedure,statutory_interpretation,evidence_law"
case,C362,6071,701,0.11546697413935102,"service_law,constitutional_law,administrative_law,civil_procedure"
case,C363,4737,424,0.08950812750686088,"criminal_law,statutory_interpretation,family_law,evidence_law"
case,C364,3856,394,0.10217842323651452,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C365,816,299,0.36642156862745096,"criminal_law,statutory_interpretation,family_law,civil_procedure"
case,C366,6109,664,0.10869209363234572,"writ_jurisdiction,civil_procedure,constitutional_law,statutory_interpretation"
case,C367,4746,539,0.11356932153392331,"service_law,statutory_interpretation,administrative_law,writ_jurisdiction"
case,C368,4297,647,0.1505701652315569,"statutory_interpretation,administrative_law,tax_law,civil_procedure"
case,C369,464,149,0.32112068965517243,"civil_procedure,criminal_law,statutory_interpretation,service_law"
case,C370,4530,482,0.106401766004415,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C371,440,325,0.7386363636363636,"constitutional_law,statutory_interpretation,labor_law,administrative_law"
case,C372,8254,433,0.052459413617639936,"contract_law,administrative_law,civil_procedure,writ_jurisdiction"
case,C373,3385,469,0.13855243722304283,"service_law,statutory_interpretation,evidence_law,writ_jurisdiction"
case,C374,2570,534,0.2077821011673152,"statutory_interpretation,writ_jurisdiction,administrative_law,constitutional_law"
case,C375,7846,626,0.07978587815447362,"administrative_law,statutory_interpretation,contract_law,labor_law"
case,C376,3086,244,0.07906675307841866,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C377,2553,406,0.15902859381120252,"property_law,statutory_interpretation,contract_law,administrative_law"
case,C378,4485,403,0.08985507246376812,"criminal_law,statutory_interpretation,evidence_law"
case,C379,5286,486,0.09194097616345062,"evidence_law,criminal_law,family_law,civil_procedure"
case,C380,966,319,0.3302277432712215,"criminal_law,civil_procedure,statutory_interpretation,evidence_law"
case,C381,908,238,0.2621145374449339,"criminal_law,statutory_interpretation,civil_procedure"
case,C382,289,214,0.740484429065744,"criminal_law,statutory_interpretation,civil_procedure"
case,C383,2042,722,0.3535749265426053,"criminal_law,evidence_law,civil_procedure"
case,C384,25788,549,0.021288971614704513,"civil_procedure,family_law,statutory_interpretation,administrative_law"
case,C385,2567,434,0.1690689520841449,"criminal_law,statutory_interpretation,civil_procedure,administrative_law"
case,C386,2965,376,0.12681281618887016,"administrative_law,service_law,tax_law,constitutional_law"
case,C387,3805,285,0.07490144546649145,"criminal_law,evidence_law"
case,C388,774,358,0.4625322997416021,"labor_law,statutory_interpretation,civil_procedure,service_law"
case,C389,3374,380,0.11262596324836989,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C390,216,186,0.8611111111111112,"civil_procedure,criminal_law,property_law"
case,C391,4252,507,0.11923800564440264,"administrative_law,statutory_interpretation,writ_jurisdiction,property_law"
case,C392,7139,835,0.11696316010645749,"property_law,statutory_interpretation,administrative_law,civil_procedure"
case,C393,496,268,0.5403225806451613,"constitutional_law,labor_law,civil_procedure,writ_jurisdiction"
case,C394,1330,371,0.2789473684210526,"constitutional_law,administrative_law,civil_procedure,labor_law"
case,C395,5280,662,0.12537878787878787,"administrative_law,constitutional_law,labor_law"
case,C396,3256,364,0.11179361179361179,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C397,2072,462,0.22297297297297297,"statutory_interpretation,criminal_law,property_law,evidence_law"
case,C398,251,151,0.601593625498008,"criminal_law,civil_procedure"
case,C399,3493,526,0.15058688806183795,"administrative_law,tax_law,writ_jurisdiction,family_law"
case,C400,4712,522,0.11078098471986418,"statutory_interpretation,administrative_law,civil_procedure,property_law"
case,C401,6270,592,0.09441786283891547,"administrative_law,statutory_interpretation,contract_law,constitutional_law"
case,C402,1325,300,0.22641509433962265,"criminal_law,statutory_interpretation,civil_procedure"
case,C403,4100,314,0.07658536585365854,"evidence_law,criminal_law,family_law,civil_procedure"
case,C404,1113,337,0.302785265049416,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C405,3322,441,0.13275135460565923,"civil_procedure,statutory_interpretation,writ_jurisdiction,contract_law"
case,C406,1456,256,0.17582417582417584,"criminal_law,evidence_law,civil_procedure"
case,C407,7531,419,0.055636701633249235,"criminal_law,evidence_law,statutory_interpretation,administrative_law"
case,C408,4570,446,0.0975929978118162,"statutory_interpretation,tax_law,constitutional_law,writ_jurisdiction"
case,C409,6501,409,0.06291339793877865,"evidence_law,criminal_law,statutory_interpretation"
case,C410,2501,323,0.1291483406637345,"criminal_law,evidence_law,civil_procedure,family_law"
case,C411,3343,316,0.09452587496260843,"property_law,statutory_interpretation,administrative_law,constitutional_law"
case,C412,1283,332,0.2587685113016368,"criminal_law,writ_jurisdiction,constitutional_law,civil_procedure"
case,C413,1892,319,0.1686046511627907,"statutory_interpretation,property_law,civil_procedure,administrative_law"
case,C414,1471,366,0.24881033310673012,"criminal_law,statutory_interpretation,civil_procedure,administrative_law"
case,C415,602,351,0.5830564784053156,"statutory_interpretation,writ_jurisdiction,criminal_law,civil_procedure"
case,C416,1333,341,0.2558139534883721,"criminal_law,civil_procedure"
case,C417,9426,490,0.05198387438998515,"statutory_interpretation,administrative_law,constitutional_law,labor_law"
case,C418,1497,406,0.2712090848363393,"administrative_law,criminal_law,writ_jurisdiction,tax_law"
case,C419,4464,474,0.10618279569892473,"evidence_law,criminal_law,civil_procedure,statutory_interpretation"
case,C420,2434,450,0.1848808545603944,"administrative_law,criminal_law,statutory_interpretation,writ_jurisdiction"
case,C421,786,198,0.25190839694656486,"civil_procedure,criminal_law,statutory_interpretation,administrative_law"
case,C422,6787,524,0.07720642404597024,"constitutional_law,administrative_law,statutory_interpretation,property_law"
case,C423,2739,423,0.15443592552026286,"administrative_law,statutory_interpretation,constitutional_law,civil_procedure"
case,C424,3266,417,0.12767911818738517,"service_law,administrative_law,statutory_interpretation"
case,C425,3412,549,0.16090269636576787,"criminal_law,property_law,statutory_interpretation,civil_procedure"
case,C426,6084,474,0.07790927021696252,"evidence_law,criminal_law,statutory_interpretation,property_law"
case,C427,2371,361,0.15225643188528049,"criminal_law,writ_jurisdiction,property_law,civil_procedure"
case,C428,2065,224,0.10847457627118644,"evidence_law,criminal_law"
case,C429,3681,487,0.13230100516164087,"service_law,administrative_law,statutory_interpretation,tax_law"
case,C430,1107,375,0.33875338753387535,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C431,1748,318,0.18192219679633867,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C432,1042,268,0.2571976967370441,"statutory_interpretation,property_law,civil_procedure,constitutional_law"
case,C433,2312,549,0.2374567474048443,"statutory_interpretation,service_law,administrative_law,constitutional_law"
case,C434,1531,294,0.19203135205747876,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C435,6245,614,0.09831865492393915,"civil_procedure,statutory_interpretation,evidence_law,constitutional_law"
case,C436,5505,399,0.07247956403269755,"contract_law,statutory_interpretation,administrative_law,civil_procedure"
case,C437,10782,381,0.03533667223149694,"criminal_law,evidence_law,family_law,statutory_interpretation"
case,C438,4472,491,0.10979427549194991,"evidence_law,criminal_law,civil_procedure,statutory_interpretation"
